student_id,demographic_group,interaction_type,response_quality,timestamp,adversarial_flag,noise_level,base_success_rate
STU_00048,Group A,MCQ,0.8129941397124212,2026-01-15T13:49:26.400000,0,0.012994139712421178,0.8
STU_00049,Group A,Problem-solving,0.8390911435888656,2026-01-15T14:06:43.200000,0,0.03909114358886552,0.8
STU_00050,Group A,MCQ,0.7659987639210755,2026-01-15T14:24:00,0,0.034001236078924545,0.8
STU_00051,Group C,Open-ended,0.7348380545741505,2026-01-15T14:41:16.800000,1,0.03483805457415053,0.7
STU_00052,Group A,Problem-solving,0.7928504532646237,2026-01-15T14:58:33.600000,0,0.007149546735376332,0.8
STU_00053,Group C,MCQ,0.6032714902249474,2026-01-15T15:15:50.400000,1,0.09672850977505248,0.7
STU_00054,Group A,Problem-solving,0.7520052683943047,2026-01-15T15:33:07.200000,0,0.04799473160569531,0.8
STU_00055,Group B,Open-ended,0.7657392327675223,2026-01-15T15:50:24,0,0.16573923276752237,0.6
STU_00056,Group A,Open-ended,0.7982834828795408,2026-01-15T16:07:40.800000,0,0.0017165171204592993,0.8
STU_00057,Group A,MCQ,0.8206677043811823,2026-01-15T16:24:57.600000,0,0.02066770438118227,0.8
STU_00058,Group B,MCQ,0.6312833673882503,2026-01-15T16:42:14.400000,0,0.03128336738825031,0.6
STU_00059,Group A,MCQ,0.7571421221791859,2026-01-15T16:59:31.200000,1,0.04285787782081413,0.8
STU_00060,Group C,Open-ended,0.681380141667751,2026-01-15T17:16:48,0,0.01861985833224894,0.7
STU_00061,Group C,MCQ,0.7370170408973868,2026-01-15T17:34:04.800000,0,0.03701704089738693,0.7
STU_00062,Group A,Problem-solving,0.7944398000094866,2026-01-15T17:51:21.600000,0,0.005560199990513454,0.8
STU_00063,Group A,Open-ended,0.537639584874258,2026-01-15T18:08:38.400000,0,0.26236041512574204,0.8
STU_00064,Group B,Open-ended,0.6087313077669,2026-01-15T18:25:55.200000,0,0.008731307766899983,0.6
STU_00065,Group B,MCQ,0.5428514851084688,2026-01-15T18:43:12,0,0.05714851489153116,0.6
STU_00066,Group B,Problem-solving,0.6452560979978279,2026-01-15T19:00:28.800000,0,0.04525609799782796,0.6
STU_00067,Group C,MCQ,0.6698047813757735,2026-01-15T19:17:45.600000,0,0.030195218624226434,0.7
STU_00068,Group A,MCQ,0.7722027551112691,2026-01-15T19:35:02.400000,0,0.027797244888730872,0.8
STU_00069,Group A,Open-ended,0.7808397757304172,2026-01-15T19:52:19.200000,0,0.01916022426958287,0.8
STU_00070,Group B,Open-ended,0.4629881194016377,2026-01-15T20:09:36,0,0.13701188059836228,0.6
STU_00071,Group C,Open-ended,0.631745023901865,2026-01-15T20:26:52.800000,1,0.06825497609813493,0.7
STU_00072,Group A,Open-ended,0.8531629377679494,2026-01-15T20:44:09.600000,0,0.05316293776794936,0.8
STU_00073,Group C,MCQ,0.6059843705773721,2026-01-15T21:01:26.400000,0,0.09401562942262782,0.7
STU_00074,Group C,Open-ended,1.0,2026-01-15T21:18:43.200000,0,0.3215916133987988,0.7
STU_00075,Group C,Open-ended,0.7950878533477016,2026-01-15T21:36:00,0,0.09508785334770169,0.7
STU_00076,Group B,Problem-solving,0.6796490897129732,2026-01-15T21:53:16.800000,0,0.07964908971297324,0.6
STU_00077,Group A,Open-ended,0.7349087601484923,2026-01-15T22:10:33.600000,0,0.06509123985150775,0.8
STU_00078,Group B,MCQ,0.5225585660087954,2026-01-15T22:27:50.400000,0,0.07744143399120461,0.6
STU_00079,Group A,MCQ,0.7828435467947952,2026-01-15T22:45:07.200000,0,0.017156453205204907,0.8
STU_00080,Group C,Problem-solving,0.6606199044820564,2026-01-15T23:02:24,0,0.03938009551794358,0.7
STU_00081,Group A,Open-ended,1.0,2026-01-15T23:19:40.800000,0,0.28854366182179186,0.8
STU_00082,Group B,MCQ,0.5659997832941028,2026-01-15T23:36:57.600000,0,0.034000216705897125,0.6
STU_00083,Group A,Open-ended,0.7604891232699091,2026-01-15T23:54:14.400000,0,0.03951087673009096,0.8
STU_00084,Group A,Open-ended,0.9048638572789984,2026-01-16T00:11:31.200000,0,0.10486385727899837,0.8
STU_00085,Group A,MCQ,0.8299948316855503,2026-01-16T00:28:48,0,0.029994831685550297,0.8
STU_00086,Group B,MCQ,0.58378022762163,2026-01-16T00:46:04.800000,1,0.016219772378369978,0.6
STU_00087,Group C,MCQ,0.7262304500315254,2026-01-16T01:03:21.600000,0,0.026230450031525455,0.7
STU_00088,Group B,Problem-solving,0.6586217891196121,2026-01-16T01:20:38.400000,0,0.058621789119612126,0.6
STU_00089,Group B,MCQ,0.6265700005480165,2026-01-16T01:37:55.200000,0,0.026570000548016483,0.6
STU_00090,Group B,MCQ,0.6568508709316728,2026-01-16T01:55:12,0,0.05685087093167288,0.6
STU_00091,Group A,MCQ,0.8223445072387034,2026-01-16T02:12:28.800000,0,0.022344507238703386,0.8
STU_00092,Group A,Open-ended,0.8165449367950133,2026-01-16T02:29:45.600000,0,0.01654493679501322,0.8
STU_00093,Group B,MCQ,0.5784987307075041,2026-01-16T02:47:02.400000,0,0.021501269292495805,0.6
STU_00094,Group A,Open-ended,0.79573678136014,2026-01-16T03:04:19.200000,0,0.004263218639860025,0.8
STU_00095,Group A,Problem-solving,0.7141787777028015,2026-01-16T03:21:36,0,0.08582122229719859,0.8
STU_00096,Group B,MCQ,0.6025371979427633,2026-01-16T03:38:52.800000,0,0.0025371979427633203,0.6
STU_00097,Group B,Problem-solving,0.6247299945940857,2026-01-16T03:56:09.600000,0,0.024729994594085716,0.6
STU_00098,Group A,Open-ended,0.8738211550904993,2026-01-16T04:13:26.400000,0,0.0738211550904993,0.8
STU_00099,Group B,MCQ,0.5236273687082794,2026-01-16T04:30:43.200000,0,0.07637263129172056,0.6
STU_00100,Group B,Problem-solving,0.6652739403577165,2026-01-16T04:48:00,0,0.06527394035771646,0.6
STU_00101,Group C,MCQ,0.7010501920816379,2026-01-16T05:05:16.800000,0,0.0010501920816379524,0.7
STU_00102,Group C,Problem-solving,0.6864479768855728,2026-01-16T05:22:33.600000,0,0.013552023114427126,0.7
STU_00103,Group C,Problem-solving,0.6693452658545811,2026-01-16T05:39:50.400000,0,0.030654734145418895,0.7
STU_00104,Group A,MCQ,0.749699130925015,2026-01-16T05:57:07.200000,0,0.0503008690749851,0.8
STU_00105,Group B,Problem-solving,0.5392905693606134,2026-01-16T06:14:24,0,0.06070943063938661,0.6
STU_00106,Group A,MCQ,0.7650426710954041,2026-01-16T06:31:40.800000,0,0.034957328904595866,0.8
STU_00107,Group A,Problem-solving,0.7995591476877096,2026-01-16T06:48:57.600000,0,0.00044085231229038245,0.8
STU_00108,Group B,Problem-solving,0.6206465727137812,2026-01-16T07:06:14.400000,0,0.020646572713781217,0.6
STU_00109,Group A,Problem-solving,0.7718137723598013,2026-01-16T07:23:31.200000,0,0.028186227640198736,0.8
STU_00110,Group A,MCQ,0.8279554601307264,2026-01-16T07:40:48,0,0.02795546013072638,0.8
STU_00111,Group A,Problem-solving,0.843627079571524,2026-01-16T07:58:04.800000,0,0.04362707957152397,0.8
STU_00112,Group C,Open-ended,0.5922333668121346,2026-01-16T08:15:21.600000,0,0.1077666331878654,0.7
STU_00113,Group B,Problem-solving,0.5893276424144076,2026-01-16T08:32:38.400000,0,0.010672357585592363,0.6
STU_00114,Group A,Open-ended,0.7546513636885539,2026-01-16T08:49:55.200000,0,0.045348636311446186,0.8
STU_00115,Group A,MCQ,0.7997718585504853,2026-01-16T09:07:12,0,0.0002281414495148128,0.8
STU_00116,Group B,Problem-solving,0.6246343241900203,2026-01-16T09:24:28.800000,0,0.024634324190020263,0.6
STU_00117,Group A,MCQ,0.8044436503065873,2026-01-16T09:41:45.600000,0,0.00444365030658718,0.8
STU_00118,Group C,MCQ,0.703482633225944,2026-01-16T09:59:02.400000,0,0.0034826332259439534,0.7
STU_00119,Group A,Problem-solving,0.8491752153179233,2026-01-16T10:16:19.200000,0,0.04917521531792326,0.8
STU_00120,Group A,Problem-solving,0.8725571803897522,2026-01-16T10:33:36,0,0.07255718038975209,0.8
STU_00121,Group B,Open-ended,0.7438906239127809,2026-01-16T10:50:52.800000,0,0.143890623912781,0.6
STU_00122,Group B,Problem-solving,0.5944534032185245,2026-01-16T11:08:09.600000,0,0.005546596781475508,0.6
STU_00123,Group A,Open-ended,0.9464463689721654,2026-01-16T11:25:26.400000,0,0.1464463689721654,0.8
STU_00124,Group A,MCQ,0.8170877987888581,2026-01-16T11:42:43.200000,0,0.017087798788857973,0.8
STU_00125,Group C,MCQ,0.7938085419607943,2026-01-16T12:00:00,0,0.09380854196079431,0.7
STU_00126,Group A,Open-ended,0.6019650189469037,2026-01-16T12:17:16.800000,0,0.19803498105309633,0.8
STU_00127,Group C,MCQ,0.7915729382927177,2026-01-16T12:34:33.600000,0,0.09157293829271769,0.7
STU_00128,Group A,Open-ended,0.8443216286634776,2026-01-16T12:51:50.400000,0,0.044321628663477504,0.8
STU_00129,Group C,Problem-solving,0.645132706571667,2026-01-16T13:09:07.200000,0,0.05486729342833292,0.7
STU_00130,Group A,MCQ,0.7202786170602817,2026-01-16T13:26:24,0,0.07972138293971837,0.8
STU_00131,Group C,MCQ,0.6700312488523114,2026-01-16T13:43:40.800000,0,0.029968751147688644,0.7
STU_00132,Group B,Problem-solving,0.6758116661466949,2026-01-16T14:00:57.600000,0,0.07581166614669482,0.6
STU_00133,Group C,MCQ,0.7156229240548974,2026-01-16T14:18:14.400000,0,0.015622924054897373,0.7
STU_00134,Group A,MCQ,0.806014781585595,2026-01-16T14:35:31.200000,0,0.0060147815855949435,0.8
STU_00135,Group B,Open-ended,0.6771658251088123,2026-01-16T14:52:48,0,0.07716582510881236,0.6
STU_00136,Group A,Open-ended,0.2782746179545166,2026-01-16T15:10:04.800000,0,0.5217253820454835,0.8
STU_00137,Group A,MCQ,0.7865868469025245,2026-01-16T15:27:21.600000,0,0.013413153097475636,0.8
STU_00138,Group B,Open-ended,0.6620569199928111,2026-01-16T15:44:38.400000,0,0.06205691999281114,0.6
STU_00139,Group A,MCQ,0.8671044252152958,2026-01-16T16:01:55.200000,0,0.06710442521529576,0.8
STU_00140,Group B,Problem-solving,0.6116732898240121,2026-01-16T16:19:12,0,0.011673289824012143,0.6
STU_00141,Group B,Open-ended,0.7203978383411144,2026-01-16T16:36:28.800000,0,0.12039783834111444,0.6
STU_00142,Group A,Problem-solving,0.8180084501067758,2026-01-16T16:53:45.600000,0,0.01800845010677576,0.8
STU_00143,Group C,Open-ended,0.957789906102053,2026-01-16T17:11:02.400000,0,0.25778990610205293,0.7
STU_00144,Group C,MCQ,0.690266486906126,2026-01-16T17:28:19.200000,0,0.00973351309387398,0.7
STU_00145,Group B,MCQ,0.6709836488771872,2026-01-16T17:45:36,0,0.07098364887718724,0.6
STU_00146,Group A,MCQ,0.8187794033995823,2026-01-16T18:02:52.800000,0,0.018779403399582274,0.8
STU_00147,Group B,Problem-solving,0.5314205310138438,2026-01-16T18:20:09.600000,0,0.0685794689861562,0.6
STU_00148,Group A,Open-ended,0.6637918934644343,2026-01-16T18:37:26.400000,0,0.1362081065355657,0.8
STU_00149,Group A,Problem-solving,0.828051653373553,2026-01-16T18:54:43.200000,0,0.028051653373553028,0.8
STU_00150,Group C,MCQ,0.6734871190813779,2026-01-16T19:12:00,0,0.026512880918622042,0.7
STU_00151,Group A,MCQ,0.7603563583868829,2026-01-16T19:29:16.800000,0,0.03964364161311721,0.8
STU_00152,Group A,Open-ended,0.8086211004536445,2026-01-16T19:46:33.600000,0,0.008621100453644516,0.8
STU_00153,Group A,MCQ,0.6858598754979601,2026-01-16T20:03:50.400000,0,0.1141401245020399,0.8
STU_00154,Group B,Open-ended,0.5431413530726519,2026-01-16T20:21:07.200000,1,0.05685864692734814,0.6
STU_00155,Group C,MCQ,0.6470210426891675,2026-01-16T20:38:24,0,0.05297895731083244,0.7
STU_00156,Group C,Problem-solving,0.6862474151424177,2026-01-16T20:55:40.800000,0,0.013752584857582201,0.7
STU_00157,Group A,Open-ended,0.4547118252896623,2026-01-16T21:12:57.600000,0,0.34528817471033774,0.8
STU_00158,Group A,Problem-solving,0.8288278481527883,2026-01-16T21:30:14.400000,0,0.028827848152788323,0.8
STU_00159,Group B,MCQ,0.6155625077271768,2026-01-16T21:47:31.200000,0,0.015562507727176806,0.6
STU_00160,Group A,Problem-solving,0.7594747076510391,2026-01-16T22:04:48,0,0.04052529234896094,0.8
STU_00161,Group A,MCQ,0.7547729058106465,2026-01-16T22:22:04.800000,0,0.04522709418935356,0.8
STU_00162,Group A,Open-ended,1.0,2026-01-16T22:39:21.600000,0,0.2530712452608847,0.8
STU_00163,Group A,Problem-solving,0.8440819878474726,2026-01-16T22:56:38.400000,0,0.044081987847472526,0.8
STU_00164,Group B,Problem-solving,0.5779747720563237,2026-01-16T23:13:55.200000,0,0.022025227943676253,0.6
STU_00165,Group A,Open-ended,1.0,2026-01-16T23:31:12,0,0.237305727444567,0.8
STU_00166,Group B,Problem-solving,0.530071621309043,2026-01-16T23:48:28.800000,0,0.06992837869095707,0.6
STU_00167,Group A,Problem-solving,0.8281484618345286,2026-01-17T00:05:45.600000,0,0.028148461834528543,0.8
STU_00168,Group C,Open-ended,0.5757124343471897,2026-01-17T00:23:02.400000,0,0.1242875656528103,0.7
STU_00169,Group A,Problem-solving,0.7727415400334079,2026-01-17T00:40:19.200000,1,0.027258459966592197,0.8
STU_00170,Group B,Problem-solving,0.6086983164584785,2026-01-17T00:57:36,0,0.008698316458478485,0.6
STU_00171,Group A,Open-ended,0.9361807920863642,2026-01-17T01:14:52.800000,0,0.13618079208636416,0.8
STU_00172,Group A,Problem-solving,0.8283170065259512,2026-01-17T01:32:09.600000,0,0.028317006525951118,0.8
STU_00173,Group A,MCQ,0.8415909088052632,2026-01-17T01:49:26.400000,0,0.041590908805263144,0.8
STU_00174,Group A,Open-ended,0.6635460574777321,2026-01-17T02:06:43.200000,0,0.13645394252226792,0.8
STU_00175,Group B,MCQ,0.6319311824918822,2026-01-17T02:24:00,0,0.031931182491882204,0.6
STU_00176,Group A,MCQ,0.8382126099304512,2026-01-17T02:41:16.800000,0,0.03821260993045117,0.8
STU_00177,Group B,Open-ended,0.601619724721455,2026-01-17T02:58:33.600000,0,0.0016197247214549896,0.6
STU_00178,Group A,Problem-solving,0.7299892224493233,2026-01-17T03:15:50.400000,0,0.07001077755067679,0.8
STU_00179,Group A,Problem-solving,0.811483123211657,2026-01-17T03:33:07.200000,0,0.011483123211657004,0.8
STU_00180,Group B,Problem-solving,0.7194939136109162,2026-01-17T03:50:24,0,0.1194939136109162,0.6
STU_00181,Group A,MCQ,0.7697792760934145,2026-01-17T04:07:40.800000,0,0.030220723906585607,0.8
STU_00182,Group C,Open-ended,0.623739106765937,2026-01-17T04:24:57.600000,0,0.07626089323406289,0.7
STU_00183,Group B,MCQ,0.5379079741647232,2026-01-17T04:42:14.400000,0,0.062092025835276676,0.6
STU_00184,Group B,Open-ended,0.6774187092866536,2026-01-17T04:59:31.200000,0,0.0774187092866536,0.6
STU_00185,Group A,Open-ended,0.8713240462173761,2026-01-17T05:16:48,0,0.07132404621737613,0.8
STU_00186,Group A,MCQ,0.8854646247364811,2026-01-17T05:34:04.800000,0,0.08546462473648109,0.8
STU_00187,Group B,Problem-solving,0.6412450093064367,2026-01-17T05:51:21.600000,0,0.04124500930643671,0.6
STU_00188,Group B,Problem-solving,0.5209874031628237,2026-01-17T06:08:38.400000,0,0.07901259683717636,0.6
STU_00189,Group A,Open-ended,0.8024080127965897,2026-01-17T06:25:55.200000,0,0.002408012796589631,0.8
STU_00190,Group A,Problem-solving,0.7260706877110079,2026-01-17T06:43:12,0,0.07392931228899208,0.8
STU_00191,Group B,MCQ,0.6571877021603464,2026-01-17T07:00:28.800000,0,0.05718770216034646,0.6
STU_00192,Group B,Problem-solving,0.5756302488039426,2026-01-17T07:17:45.600000,0,0.024369751196057388,0.6
STU_00193,Group A,Problem-solving,0.8201910279339654,2026-01-17T07:35:02.400000,0,0.020191027933965273,0.8
STU_00194,Group A,Open-ended,0.8718469738619589,2026-01-17T07:52:19.200000,0,0.07184697386195878,0.8
STU_00195,Group C,Problem-solving,0.7166831052643474,2026-01-17T08:09:36,0,0.016683105264347416,0.7
STU_00196,Group A,Problem-solving,0.7777853369961945,2026-01-17T08:26:52.800000,0,0.02221466300380558,0.8
STU_00197,Group B,Open-ended,0.6565950739567278,2026-01-17T08:44:09.600000,1,0.056595073956727825,0.6
STU_00198,Group B,Open-ended,0.483931620134464,2026-01-17T09:01:26.400000,0,0.11606837986553595,0.6
STU_00199,Group C,Open-ended,0.5133017945032874,2026-01-17T09:18:43.200000,0,0.18669820549671254,0.7
STU_00200,Group A,Open-ended,0.8270796262708148,2026-01-17T09:36:00,0,0.027079626270814706,0.8
STU_00201,Group A,Problem-solving,0.9321785791699275,2026-01-17T09:53:16.800000,0,0.13217857916992753,0.8
STU_00202,Group B,MCQ,0.6108430518491469,2026-01-17T10:10:33.600000,0,0.010843051849146915,0.6
STU_00203,Group B,Open-ended,0.6663174997970209,2026-01-17T10:27:50.400000,0,0.06631749979702094,0.6
STU_00204,Group A,Open-ended,0.6515592769612129,2026-01-17T10:45:07.200000,0,0.14844072303878714,0.8
STU_00205,Group C,Open-ended,0.6811319619850528,2026-01-17T11:02:24,0,0.01886803801494722,0.7
STU_00206,Group A,Open-ended,1.0,2026-01-17T11:19:40.800000,0,0.380803665260623,0.8
STU_00207,Group A,MCQ,0.8261976333553898,2026-01-17T11:36:57.600000,0,0.026197633355389688,0.8
STU_00208,Group B,Open-ended,0.4481843437109748,2026-01-17T11:54:14.400000,0,0.15181565628902513,0.6
STU_00209,Group C,Open-ended,0.4517714992201346,2026-01-17T12:11:31.200000,0,0.24822850077986539,0.7
STU_00210,Group A,Problem-solving,0.7248617491184699,2026-01-17T12:28:48,0,0.07513825088153019,0.8
STU_00211,Group A,MCQ,0.7869632417554091,2026-01-17T12:46:04.800000,0,0.013036758244590949,0.8
STU_00212,Group A,MCQ,0.8540229934502676,2026-01-17T13:03:21.600000,0,0.05402299345026749,0.8
STU_00213,Group A,MCQ,0.7077547379851954,2026-01-17T13:20:38.400000,0,0.0922452620148047,0.8
STU_00214,Group C,MCQ,0.6865555654722584,2026-01-17T13:37:55.200000,0,0.01344443452774153,0.7
STU_00215,Group C,MCQ,0.6446737045629164,2026-01-17T13:55:12,0,0.05532629543708352,0.7
STU_00216,Group A,Open-ended,0.682618444214828,2026-01-17T14:12:28.800000,0,0.11738155578517201,0.8
STU_00217,Group A,MCQ,0.8337140234373388,2026-01-17T14:29:45.600000,0,0.033714023437338765,0.8
STU_00218,Group A,Problem-solving,0.8694291134520145,2026-01-17T14:47:02.400000,0,0.0694291134520144,0.8
STU_00219,Group A,Open-ended,0.4010972964425941,2026-01-17T15:04:19.200000,0,0.3989027035574059,0.8
STU_00220,Group A,MCQ,0.8054866319593896,2026-01-17T15:21:36,0,0.005486631959389643,0.8
STU_00221,Group C,Open-ended,0.6724095766886532,2026-01-17T15:38:52.800000,0,0.02759042331134677,0.7
STU_00222,Group A,Open-ended,0.7614774458111402,2026-01-17T15:56:09.600000,0,0.03852255418885981,0.8
STU_00223,Group A,Problem-solving,0.8512143290889695,2026-01-17T16:13:26.400000,0,0.051214329088969515,0.8
STU_00224,Group A,Open-ended,0.9218840894544597,2026-01-17T16:30:43.200000,0,0.12188408945445962,0.8
STU_00225,Group B,Open-ended,0.31789623460882327,2026-01-17T16:48:00,0,0.2821037653911767,0.6
STU_00226,Group C,Open-ended,0.6458550751271379,2026-01-17T17:05:16.800000,0,0.05414492487286199,0.7
STU_00227,Group A,Problem-solving,0.8579664901682125,2026-01-17T17:22:33.600000,0,0.057966490168212405,0.8
STU_00228,Group A,Open-ended,0.5495331241897401,2026-01-17T17:39:50.400000,0,0.25046687581026,0.8
STU_00229,Group C,Problem-solving,0.7882343467131359,2026-01-17T17:57:07.200000,0,0.08823434671313594,0.7
STU_00230,Group A,Problem-solving,0.8592605145755445,2026-01-17T18:14:24,0,0.05926051457554448,0.8
STU_00231,Group C,Problem-solving,0.6664980403222326,2026-01-17T18:31:40.800000,0,0.03350195967776733,0.7
STU_00232,Group B,MCQ,0.5981182648787575,2026-01-17T18:48:57.600000,0,0.0018817351212424183,0.6
STU_00233,Group B,MCQ,0.655165094100826,2026-01-17T19:06:14.400000,0,0.055165094100826075,0.6
STU_00234,Group B,MCQ,0.7077619769216537,2026-01-17T19:23:31.200000,0,0.10776197692165367,0.6
STU_00235,Group A,Problem-solving,0.8336128642206887,2026-01-17T19:40:48,0,0.03361286422068861,0.8
STU_00236,Group A,MCQ,0.773012015984532,2026-01-17T19:58:04.800000,1,0.026987984015468078,0.8
STU_00237,Group C,MCQ,0.6610847637298843,2026-01-17T20:15:21.600000,0,0.03891523627011564,0.7
STU_00238,Group A,Open-ended,1.0,2026-01-17T20:32:38.400000,0,0.300836106845993,0.8
STU_00239,Group A,Open-ended,0.9076387369689576,2026-01-17T20:49:55.200000,0,0.10763873696895748,0.8
STU_00240,Group A,Problem-solving,0.8128014867156939,2026-01-17T21:07:12,0,0.012801486715693783,0.8
STU_00241,Group B,Problem-solving,0.6491345491972756,2026-01-17T21:24:28.800000,0,0.049134549197275695,0.6
STU_00242,Group C,MCQ,0.7191806976908385,2026-01-17T21:41:45.600000,1,0.01918069769083854,0.7
STU_00243,Group A,Problem-solving,0.6815139295257777,2026-01-17T21:59:02.400000,0,0.11848607047422238,0.8
STU_00244,Group A,Problem-solving,0.7694241098504027,2026-01-17T22:16:19.200000,0,0.030575890149597412,0.8
STU_00245,Group A,MCQ,0.7296669451575889,2026-01-17T22:33:36,0,0.07033305484241112,0.8
STU_00246,Group B,Open-ended,0.9121971985147712,2026-01-17T22:50:52.800000,0,0.31219719851477123,0.6
STU_00247,Group B,MCQ,0.5847723180756371,2026-01-17T23:08:09.600000,0,0.015227681924362874,0.6
STU_00248,Group B,Problem-solving,0.5712181086881113,2026-01-17T23:25:26.400000,0,0.0287818913118887,0.6
STU_00249,Group B,Open-ended,0.6183014721968042,2026-01-17T23:42:43.200000,0,0.018301472196804214,0.6
STU_00250,Group A,MCQ,0.808992270936403,2026-01-18T00:00:00,0,0.008992270936402955,0.8
STU_00251,Group B,Open-ended,0.549772159143583,2026-01-18T00:17:16.800000,0,0.050227840856416996,0.6
